structure(list(fert1 = c(2.4578811715357, 1.47402534103021, 2.45320674856193, 
1.54377670208924, 1.76059565299656, 2.04640460447408, 1.71726880378556, 
2.36632851627655, 1.59679204295389, 1.64162122546695, 1.99082074661274, 
1.75825577843934, 1.74358297339641, 1.69049320768099, 1.92657576906495, 
1.98520230029244, 1.4002062601503, 2.22885834327899, 1.42177227113862, 
2.20092851081863, 1.90801752288826, 1.80287673769053, 2.00846476315055, 
1.82870727626141, 2.41110576558858, 1.83709039501846, 1.7277603399707, 
2.01129835501779, 1.67223435638007, 1.91696085401345, 2.25708186107222, 
1.74596947294194, 1.66600764461327, 2.46350082978606, 2.23240306354128, 
1.50178857075516, 2.01839343798347, 2.20448846600484, 2.41632168900687, 
2.1237959473161, 2.31959093038458, 2.31543163454626, 1.53481293257792, 
2.37179937912151, 2.04866598555818, 2.13821129405405, 2.31460653734393, 
2.35296541040298, 1.8522962177638, 2.45464195548557, 2.07268575513735, 
2.49031016938388, 2.43001078639645, 2.13299782702234, 1.71196586727165, 
1.83178579248488, 2.04271069976967, 1.85416180097964, 1.87089685178362
), fert4 = c(2.47622339732479, 1.72187126290519, 1.59263056118507, 
1.81894449293613, 1.99808372491971, 2.18793817101978, 1.45377103534993, 
1.47484375750646, 2.4174565306399, 1.46226784477476, 2.46753141747322, 
1.40836986615323, 2.0521526100114, 2.39016008402687, 1.58823887493927, 
1.89067990004551, 2.23479857111815, 2.08795940498821, 1.86449470852967, 
2.404763883329, 2.40688701909967, 2.05867341894191, 1.52609323943034, 
1.88400889476761, 2.02078812727705, 1.46611626006197, 2.21165285282768, 
1.63378593367524, 2.30383852769155, 1.57669151818845, 1.8797986025922, 
2.38303637753706, 1.69659430182073, 1.51661133856978, 2.40744809200987, 
2.40317103303969, 1.94401511515025, 2.17966683360282, 1.49964524733368, 
1.52391843528021, 2.22833533578087, 2.11623527754564, 1.53812895636074, 
1.57630445738323, 2.1906919486355, 2.15246023756918, 1.89980558464304, 
1.98026769934222, 1.81973337822128, 1.69798532119021, 1.6092312711291, 
2.26337393587455, 1.68358377206605, 1.79484785466921, 2.30333719842602, 
2.14743773199152, 2.1489564829506, 1.7849167344626, 1.47896252104547, 
2.03777935043909, 1.78629366168752, 2.12465124544688, 1.99192049810663, 
1.69660689646844, 1.73146095690317, 2.42627379747573), resa = c(393.303281724464, 
354.211972610468, 405.605362557706, 357.582170134033, 365.386137752899, 
358.850794009901, 370.077943483852, 396.6538733881, 392.235662737033, 
367.980842041203, 384.36581132737, 369.144757161131, 369.821465055413, 
377.359603355599, 378.904516230094, 386.038517810926, 367.443559799502, 
384.06396371349, 397.87322646147, 356.889679766092, 382.109151437293, 
378.926378857888, 397.353800895302, 353.541230499792, 377.402421240285, 
397.939000507668, 355.945160635186, 376.812838871084, 368.92547361631, 
360.641181384482, 394.395405018522, 395.96116198877, 369.309302699268, 
363.12580995389, 359.897183267507, 383.575085549725, 388.778545621766, 
356.240134796121, 375.424981857125, 367.83598294877, 387.940651578619, 
359.148692564397, 376.004597145591, 390.5715202976, 384.858598114417, 
394.477287725651, 356.066816213804, 392.147161186772, 365.27598566473, 
371.063681606972, 375.709565862222, 400.518115464069, 361.505261405097, 
385.804184574603, 364.813775812119, 366.809943754162, 370.100263981774, 
363.854282109382, 371.962988964009, 361.121885773796, 396.910704369616, 
361.018307944579, 374.069914674501, 362.036766935719, 377.436012665513, 
378.675525694982)), row.names = c(NA, -66L), class = "data.frame")
